date,violation_type,severity,course,reported_by,investigation_duration,appealed
2026-01-14,Facilitation,Moderate,CS101,Instructor,18,True
2026-01-15,Unauthorized AI Use,Minor,PHYS101,Instructor,16,False
2026-01-15,Plagiarism,Moderate,ENG101,TA,12,False
2026-01-15,Cheating,Major,CS201,Instructor,17,False
2026-01-15,Fabrication,Major,MATH101,TA,18,False
2026-01-15,Unauthorized AI Use,Moderate,PHYS101,Instructor,18,False
2026-01-15,Unauthorized AI Use,Minor,CS201,Instructor,14,False
2026-01-15,Cheating,Major,MATH101,TA,16,False
2026-01-15,Plagiarism,Moderate,CS101,TA,17,False
2026-01-15,Plagiarism,Moderate,MATH101,TA,18,True
2026-01-15,Plagiarism,Moderate,CS101,Administrator,12,False
2026-01-16,Fabrication,Minor,CS201,Instructor,19,False
2026-01-16,Fabrication,Major,PHYS101,Administrator,12,False
2026-01-16,Cheating,Moderate,MATH101,Administrator,20,False
2026-01-16,Fabrication,Major,MATH101,Administrator,16,False
2026-01-16,Cheating,Minor,MATH101,TA,22,False
2026-01-16,Facilitation,Minor,CS201,Instructor,14,False
2026-01-17,Plagiarism,Minor,PHYS101,Instructor,16,True
2026-01-17,Unauthorized AI Use,Minor,MATH101,Peer,15,False
2026-01-17,Plagiarism,Major,CS201,Instructor,15,True
2026-01-17,Cheating,Minor,CS201,Administrator,12,False
2026-01-17,Fabrication,Major,PHYS101,Instructor,20,False
2026-01-17,Cheating,Moderate,PHYS101,Peer,16,False
2026-01-17,Unauthorized AI Use,Major,MATH101,Instructor,6,True
2026-01-17,Fabrication,Moderate,CS201,TA,14,False
2026-01-17,Fabrication,Minor,MATH101,Administrator,9,False
2026-01-17,Unauthorized AI Use,Minor,PHYS101,Administrator,12,False
2026-01-17,Cheating,Moderate,CS201,Instructor,12,False
2026-01-17,Plagiarism,Major,CS201,Peer,17,False
2026-01-17,Unauthorized AI Use,Major,MATH101,TA,16,False
2026-01-18,Unauthorized AI Use,Minor,CS201,Administrator,8,False
2026-01-18,Fabrication,Major,CS101,TA,16,False
2026-01-18,Unauthorized AI Use,Moderate,ENG101,Instructor,12,False
2026-01-18,Plagiarism,Minor,ENG101,TA,17,False
2026-01-18,Cheating,Minor,CS101,Administrator,18,False
2026-01-18,Cheating,Minor,ENG101,Instructor,18,False
2026-01-18,Unauthorized AI Use,Moderate,CS101,TA,13,False
2026-01-19,Plagiarism,Minor,CS201,Peer,14,False
2026-01-19,Plagiarism,Minor,PHYS101,Instructor,13,False
2026-01-19,Plagiarism,Moderate,ENG101,Peer,18,False
2026-01-19,Facilitation,Major,CS201,Instructor,21,False
2026-01-19,Plagiarism,Moderate,ENG101,Instructor,15,False
2026-01-19,Fabrication,Moderate,MATH101,Instructor,11,True
2026-01-19,Plagiarism,Minor,PHYS101,Administrator,14,False
2026-01-20,Unauthorized AI Use,Moderate,CS101,TA,20,False
2026-01-20,Fabrication,Moderate,MATH101,TA,16,False
2026-01-20,Fabrication,Major,ENG101,Instructor,11,False
2026-01-20,Facilitation,Minor,MATH101,Peer,13,True
2026-01-20,Plagiarism,Major,PHYS101,TA,24,False
2026-01-20,Fabrication,Moderate,MATH101,Administrator,19,False
2026-01-20,Plagiarism,Major,ENG101,TA,14,False
2026-01-20,Cheating,Minor,PHYS101,Instructor,16,False
2026-01-20,Fabrication,Moderate,CS201,TA,15,False
2026-01-20,Cheating,Major,ENG101,Administrator,19,False
2026-01-20,Plagiarism,Major,PHYS101,Administrator,18,False
2026-01-20,Fabrication,Moderate,CS201,Administrator,16,False
2026-01-20,Cheating,Minor,CS101,Instructor,13,True
2026-01-21,Plagiarism,Moderate,ENG101,Instructor,20,True
2026-01-21,Plagiarism,Minor,MATH101,TA,11,False
2026-01-21,Cheating,Moderate,CS201,TA,13,False
2026-01-21,Plagiarism,Major,ENG101,Administrator,13,False
2026-01-21,Fabrication,Major,MATH101,Peer,15,False
2026-01-21,Unauthorized AI Use,Minor,CS201,Administrator,16,False
2026-01-21,Unauthorized AI Use,Minor,CS201,Instructor,14,True
2026-01-21,Fabrication,Moderate,ENG101,TA,15,False
2026-01-21,Cheating,Minor,ENG101,Administrator,16,False
2026-01-21,Plagiarism,Major,ENG101,TA,14,False
2026-01-21,Plagiarism,Minor,PHYS101,Instructor,21,False
2026-01-22,Plagiarism,Minor,ENG101,Instructor,14,False
2026-01-22,Plagiarism,Major,CS101,TA,17,False
2026-01-22,Unauthorized AI Use,Minor,MATH101,Peer,11,False
2026-01-22,Fabrication,Major,ENG101,Peer,12,False
2026-01-22,Cheating,Major,CS101,Peer,14,False
2026-01-22,Unauthorized AI Use,Moderate,PHYS101,Peer,12,False
2026-01-22,Cheating,Moderate,CS101,Peer,16,False
2026-01-23,Fabrication,Minor,ENG101,Instructor,22,False
2026-01-23,Plagiarism,Minor,MATH101,TA,12,False
2026-01-23,Plagiarism,Minor,PHYS101,Peer,15,False
2026-01-23,Facilitation,Moderate,CS201,Administrator,13,False
2026-01-24,Plagiarism,Moderate,CS201,Administrator,8,False
2026-01-24,Cheating,Major,MATH101,TA,7,False
2026-01-24,Fabrication,Moderate,MATH101,Peer,11,False
2026-01-24,Fabrication,Moderate,MATH101,TA,11,False
2026-01-25,Cheating,Minor,MATH101,TA,22,False
2026-01-25,Cheating,Minor,ENG101,Administrator,17,True
2026-01-25,Facilitation,Major,CS201,Instructor,14,False
2026-01-25,Cheating,Minor,CS201,TA,15,False
2026-01-25,Cheating,Major,CS201,TA,15,False
2026-01-25,Fabrication,Minor,ENG101,TA,13,False
2026-01-25,Plagiarism,Minor,PHYS101,Instructor,17,False
2026-01-25,Plagiarism,Major,PHYS101,TA,12,True
2026-01-26,Unauthorized AI Use,Moderate,MATH101,Administrator,13,False
2026-01-26,Facilitation,Major,PHYS101,Administrator,13,False
2026-01-26,Cheating,Minor,MATH101,Peer,20,False
2026-01-26,Facilitation,Minor,MATH101,Instructor,17,False
2026-01-26,Cheating,Minor,CS101,Peer,14,False
2026-01-26,Fabrication,Moderate,CS101,TA,22,False
2026-01-26,Fabrication,Major,CS101,Peer,20,False
2026-01-27,Facilitation,Moderate,PHYS101,Peer,11,True
2026-01-27,Cheating,Major,ENG101,Peer,19,False
2026-01-27,Plagiarism,Moderate,PHYS101,Instructor,10,False
2026-01-27,Plagiarism,Moderate,CS201,TA,11,False
2026-01-27,Fabrication,Moderate,CS101,Peer,20,False
2026-01-27,Plagiarism,Moderate,ENG101,Administrator,15,False
2026-01-27,Plagiarism,Major,MATH101,Administrator,20,False
2026-01-27,Facilitation,Moderate,CS101,TA,19,False
2026-01-28,Cheating,Moderate,CS201,Peer,20,False
2026-01-28,Cheating,Major,CS101,Instructor,13,False
2026-01-28,Fabrication,Moderate,ENG101,Peer,15,False
2026-01-28,Unauthorized AI Use,Minor,CS101,TA,12,False
2026-01-28,Fabrication,Minor,MATH101,Administrator,18,False
2026-01-28,Facilitation,Major,CS101,TA,16,False
2026-01-28,Plagiarism,Major,ENG101,Administrator,20,False
2026-01-29,Cheating,Minor,ENG101,Administrator,9,False
2026-01-29,Unauthorized AI Use,Major,PHYS101,Peer,21,False
2026-01-29,Plagiarism,Moderate,ENG101,Instructor,18,False
2026-01-29,Plagiarism,Moderate,ENG101,Instructor,17,True
2026-01-29,Plagiarism,Moderate,ENG101,Administrator,13,False
2026-01-29,Unauthorized AI Use,Minor,CS201,Administrator,16,False
2026-01-29,Cheating,Moderate,PHYS101,Instructor,14,True
2026-01-30,Facilitation,Moderate,ENG101,Administrator,14,False
2026-01-30,Unauthorized AI Use,Moderate,ENG101,TA,15,False
2026-01-30,Cheating,Minor,PHYS101,Instructor,7,False
2026-01-30,Fabrication,Minor,CS201,Peer,26,False
2026-01-30,Plagiarism,Moderate,ENG101,Administrator,15,False
2026-01-30,Facilitation,Moderate,MATH101,Instructor,15,False
2026-01-30,Unauthorized AI Use,Major,ENG101,TA,13,True
2026-01-30,Plagiarism,Moderate,ENG101,Instructor,17,False
2026-01-30,Fabrication,Minor,CS101,Peer,20,False
2026-01-30,Cheating,Major,MATH101,TA,19,True
2026-01-30,Cheating,Major,CS201,TA,16,False
2026-01-30,Fabrication,Major,ENG101,Peer,15,True
2026-01-30,Plagiarism,Moderate,CS201,Administrator,14,False
2026-01-31,Cheating,Moderate,CS201,Administrator,18,False
2026-01-31,Unauthorized AI Use,Moderate,PHYS101,TA,13,False
2026-01-31,Fabrication,Moderate,CS201,TA,8,False
2026-02-01,Facilitation,Moderate,ENG101,TA,15,False
2026-02-01,Fabrication,Moderate,PHYS101,Instructor,19,True
2026-02-01,Plagiarism,Moderate,MATH101,Instructor,17,False
2026-02-01,Cheating,Major,PHYS101,Instructor,13,False
2026-02-01,Cheating,Moderate,MATH101,Administrator,15,False
2026-02-02,Fabrication,Moderate,CS101,Peer,17,False
2026-02-02,Facilitation,Major,PHYS101,Peer,11,False
2026-02-02,Unauthorized AI Use,Minor,PHYS101,Administrator,11,False
2026-02-02,Cheating,Moderate,CS101,Instructor,19,False
2026-02-02,Facilitation,Major,CS101,Instructor,15,False
2026-02-02,Plagiarism,Minor,ENG101,Instructor,10,False
2026-02-02,Plagiarism,Moderate,CS201,Instructor,13,False
2026-02-02,Fabrication,Minor,ENG101,Instructor,15,False
2026-02-02,Facilitation,Minor,MATH101,TA,12,False
2026-02-02,Plagiarism,Moderate,ENG101,Administrator,19,False
2026-02-03,Plagiarism,Moderate,CS101,TA,18,False
2026-02-03,Facilitation,Major,CS101,TA,9,True
2026-02-03,Fabrication,Moderate,PHYS101,TA,14,False
2026-02-03,Cheating,Moderate,CS201,Instructor,12,False
2026-02-03,Plagiarism,Moderate,CS201,Administrator,19,False
2026-02-03,Unauthorized AI Use,Minor,PHYS101,Administrator,8,False
2026-02-03,Unauthorized AI Use,Major,CS101,Administrator,13,False
2026-02-03,Cheating,Moderate,CS101,TA,14,False
2026-02-04,Fabrication,Major,CS101,Instructor,17,False
2026-02-04,Cheating,Major,MATH101,TA,19,False
2026-02-04,Plagiarism,Moderate,ENG101,Administrator,14,False
2026-02-04,Cheating,Moderate,ENG101,Instructor,22,True
2026-02-04,Plagiarism,Major,CS101,TA,12,False
2026-02-04,Fabrication,Major,CS101,TA,9,False
2026-02-04,Cheating,Minor,CS201,Instructor,19,True
2026-02-05,Cheating,Moderate,PHYS101,Instructor,14,False
2026-02-05,Plagiarism,Moderate,CS201,Instructor,17,False
2026-02-05,Cheating,Major,MATH101,Administrator,16,False
2026-02-05,Cheating,Moderate,ENG101,Instructor,20,False
2026-02-06,Fabrication,Moderate,MATH101,Administrator,8,False
2026-02-06,Unauthorized AI Use,Minor,CS201,Administrator,11,False
2026-02-06,Facilitation,Major,CS201,TA,12,False
2026-02-06,Plagiarism,Major,CS101,Peer,13,False
2026-02-06,Unauthorized AI Use,Major,CS201,Instructor,21,True
2026-02-06,Unauthorized AI Use,Major,PHYS101,Administrator,9,True
2026-02-06,Plagiarism,Moderate,CS101,Instructor,21,False
2026-02-06,Cheating,Major,PHYS101,Instructor,18,False
2026-02-06,Facilitation,Moderate,PHYS101,Administrator,20,False
2026-02-06,Plagiarism,Moderate,MATH101,Administrator,16,True
2026-02-06,Cheating,Moderate,PHYS101,Administrator,18,False
2026-02-06,Unauthorized AI Use,Moderate,ENG101,TA,18,False
2026-02-07,Fabrication,Moderate,PHYS101,Administrator,14,False
2026-02-07,Fabrication,Moderate,MATH101,Peer,12,False
2026-02-07,Plagiarism,Major,CS101,TA,14,True
2026-02-07,Unauthorized AI Use,Major,CS201,Administrator,12,False
2026-02-08,Plagiarism,Moderate,PHYS101,Administrator,14,False
2026-02-09,Cheating,Major,CS101,TA,11,True
2026-02-09,Plagiarism,Major,PHYS101,TA,13,False
2026-02-09,Plagiarism,Major,CS201,Peer,15,False
2026-02-09,Cheating,Minor,ENG101,Instructor,10,False
2026-02-09,Facilitation,Major,PHYS101,Instructor,18,True
2026-02-09,Cheating,Major,PHYS101,Administrator,10,False
2026-02-09,Plagiarism,Major,MATH101,Instructor,10,False
2026-02-09,Cheating,Minor,CS101,Peer,15,True
2026-02-09,Unauthorized AI Use,Moderate,ENG101,Peer,15,False
2026-02-10,Unauthorized AI Use,Major,PHYS101,Administrator,18,False
2026-02-10,Unauthorized AI Use,Major,ENG101,Instructor,14,False
2026-02-10,Plagiarism,Moderate,CS101,Instructor,9,False
2026-02-10,Plagiarism,Minor,PHYS101,TA,13,False
2026-02-10,Unauthorized AI Use,Major,CS201,Peer,11,False
2026-02-10,Cheating,Moderate,PHYS101,Administrator,17,False
2026-02-10,Unauthorized AI Use,Moderate,ENG101,Peer,13,False
2026-02-10,Fabrication,Moderate,CS201,Administrator,22,False
2026-02-11,Unauthorized AI Use,Moderate,PHYS101,Peer,16,False
2026-02-11,Unauthorized AI Use,Moderate,PHYS101,Administrator,12,True
2026-02-11,Cheating,Major,CS101,Administrator,19,False
2026-02-11,Unauthorized AI Use,Moderate,PHYS101,Instructor,13,False
2026-02-11,Cheating,Moderate,PHYS101,Administrator,16,False
2026-02-11,Unauthorized AI Use,Moderate,CS101,Administrator,11,False
2026-02-12,Cheating,Moderate,MATH101,Administrator,20,False
2026-02-12,Plagiarism,Moderate,PHYS101,TA,21,False
2026-02-12,Fabrication,Moderate,MATH101,Instructor,17,False
2026-02-12,Facilitation,Major,MATH101,TA,16,False
2026-02-12,Fabrication,Moderate,CS101,TA,24,False
2026-02-13,Facilitation,Minor,ENG101,Peer,11,True
2026-02-13,Plagiarism,Major,MATH101,Instructor,8,False
2026-02-13,Plagiarism,Major,PHYS101,Instructor,13,True
2026-02-14,Unauthorized AI Use,Moderate,ENG101,Administrator,18,False
2026-02-14,Fabrication,Minor,ENG101,Administrator,13,True
2026-02-14,Plagiarism,Major,CS201,TA,15,False
2026-02-14,Plagiarism,Major,MATH101,Administrator,15,False
2026-02-14,Unauthorized AI Use,Minor,MATH101,TA,16,False
2026-02-14,Unauthorized AI Use,Major,ENG101,TA,14,False
2026-02-14,Cheating,Minor,PHYS101,Administrator,14,True
2026-02-15,Fabrication,Major,PHYS101,Peer,18,False
2026-02-15,Cheating,Minor,CS101,TA,21,False
2026-02-15,Plagiarism,Minor,PHYS101,Peer,17,False
2026-02-15,Cheating,Minor,CS201,Instructor,12,True
2026-02-16,Fabrication,Moderate,ENG101,Instructor,18,False
2026-02-16,Unauthorized AI Use,Major,CS101,TA,18,False
2026-02-16,Fabrication,Moderate,MATH101,Instructor,13,True
2026-02-16,Fabrication,Moderate,ENG101,Administrator,12,False
2026-02-16,Cheating,Major,CS101,Instructor,18,False
2026-02-16,Fabrication,Minor,PHYS101,Instructor,15,False
2026-02-16,Fabrication,Moderate,ENG101,Instructor,19,True
2026-02-17,Unauthorized AI Use,Major,CS201,Peer,10,False
2026-02-17,Plagiarism,Minor,MATH101,Peer,11,False
2026-02-17,Cheating,Major,CS201,Administrator,17,False
2026-02-17,Cheating,Minor,CS201,TA,12,True
2026-02-17,Facilitation,Major,CS101,Administrator,11,False
2026-02-17,Plagiarism,Major,CS101,Peer,14,False
2026-02-17,Cheating,Minor,ENG101,Instructor,19,True
2026-02-17,Cheating,Moderate,CS101,Peer,13,False
2026-02-18,Facilitation,Moderate,CS201,Peer,17,True
2026-02-18,Plagiarism,Minor,MATH101,Administrator,22,False
2026-02-18,Plagiarism,Major,CS201,Instructor,14,False
2026-02-18,Unauthorized AI Use,Major,CS101,Administrator,12,False
2026-02-18,Plagiarism,Minor,CS201,Administrator,21,False
2026-02-18,Facilitation,Major,PHYS101,TA,16,False
2026-02-18,Unauthorized AI Use,Major,CS201,Administrator,16,False
2026-02-18,Unauthorized AI Use,Major,MATH101,Administrator,16,False
2026-02-19,Fabrication,Major,CS201,Instructor,14,False
2026-02-19,Plagiarism,Minor,MATH101,Peer,9,False
2026-02-19,Plagiarism,Moderate,CS201,Instructor,15,False
2026-02-19,Cheating,Major,PHYS101,Peer,19,False
2026-02-19,Plagiarism,Moderate,PHYS101,Peer,15,False
2026-02-19,Plagiarism,Minor,CS201,Instructor,12,False
2026-02-19,Unauthorized AI Use,Moderate,MATH101,Peer,11,False
2026-02-20,Plagiarism,Minor,CS201,Administrator,15,False
2026-02-20,Unauthorized AI Use,Major,MATH101,Administrator,13,False
2026-02-20,Plagiarism,Moderate,PHYS101,Instructor,15,False
2026-02-20,Plagiarism,Moderate,ENG101,TA,13,False
2026-02-20,Unauthorized AI Use,Minor,CS101,Peer,16,False
2026-02-20,Plagiarism,Moderate,MATH101,Administrator,11,False
2026-02-20,Plagiarism,Moderate,CS201,TA,14,False
2026-02-20,Facilitation,Moderate,MATH101,Administrator,18,True
2026-02-20,Unauthorized AI Use,Moderate,CS101,TA,20,False
2026-02-21,Plagiarism,Minor,MATH101,TA,14,False
2026-02-21,Facilitation,Moderate,MATH101,Instructor,19,False
2026-02-21,Facilitation,Moderate,CS201,Peer,13,False
2026-02-21,Unauthorized AI Use,Major,MATH101,Administrator,12,False
2026-02-21,Plagiarism,Minor,CS201,TA,13,False
2026-02-21,Plagiarism,Minor,ENG101,TA,12,True
2026-02-21,Unauthorized AI Use,Major,MATH101,TA,15,True
2026-02-21,Plagiarism,Moderate,CS101,Peer,20,False
2026-02-21,Plagiarism,Moderate,CS101,Administrator,16,False
2026-02-21,Fabrication,Minor,CS101,TA,14,False
2026-02-21,Facilitation,Minor,CS101,TA,16,False
2026-02-21,Unauthorized AI Use,Moderate,MATH101,Administrator,11,True
2026-02-22,Fabrication,Major,PHYS101,Peer,11,False
2026-02-22,Facilitation,Major,CS101,Instructor,12,False
2026-02-22,Cheating,Minor,MATH101,TA,21,False
2026-02-22,Facilitation,Moderate,MATH101,Instructor,12,False
2026-02-22,Cheating,Major,CS201,Peer,11,False
2026-02-22,Fabrication,Minor,ENG101,TA,13,False
2026-02-23,Plagiarism,Moderate,CS101,TA,18,False
2026-02-23,Fabrication,Moderate,ENG101,Instructor,13,False
2026-02-23,Unauthorized AI Use,Minor,ENG101,TA,14,False
2026-02-23,Plagiarism,Moderate,PHYS101,TA,18,False
2026-02-23,Plagiarism,Minor,ENG101,Administrator,19,True
2026-02-23,Fabrication,Major,CS201,Peer,11,False
2026-02-24,Cheating,Minor,CS201,TA,14,False
2026-02-24,Facilitation,Minor,MATH101,Instructor,18,False
2026-02-24,Plagiarism,Minor,CS101,Peer,10,False
2026-02-24,Unauthorized AI Use,Minor,CS201,Instructor,16,False
2026-02-24,Fabrication,Major,CS101,Instructor,9,False
2026-02-25,Plagiarism,Moderate,MATH101,Instructor,15,False
2026-02-25,Unauthorized AI Use,Major,ENG101,Administrator,11,False
2026-02-25,Plagiarism,Major,PHYS101,TA,17,False
2026-02-25,Facilitation,Minor,ENG101,Peer,13,False
2026-02-25,Facilitation,Minor,CS101,Instructor,13,True
2026-02-25,Plagiarism,Moderate,MATH101,Administrator,19,False
2026-02-25,Unauthorized AI Use,Moderate,CS101,TA,15,False
2026-02-26,Facilitation,Minor,MATH101,Peer,13,False
2026-02-26,Fabrication,Minor,CS101,Instructor,13,False
2026-02-26,Cheating,Minor,CS101,Peer,16,False
2026-02-26,Plagiarism,Major,ENG101,Instructor,16,False
2026-02-26,Cheating,Major,ENG101,Instructor,9,False
2026-02-26,Cheating,Major,CS101,Instructor,20,False
2026-02-26,Fabrication,Minor,CS201,Administrator,15,False
2026-02-26,Fabrication,Minor,ENG101,Instructor,21,False
2026-02-27,Facilitation,Moderate,PHYS101,Peer,15,False
2026-02-27,Facilitation,Moderate,CS101,Administrator,17,False
2026-02-27,Fabrication,Moderate,ENG101,Instructor,12,False
2026-02-27,Plagiarism,Minor,PHYS101,TA,12,False
2026-02-28,Cheating,Major,CS101,Instructor,14,False
2026-02-28,Facilitation,Major,ENG101,Peer,17,False
2026-02-28,Unauthorized AI Use,Moderate,ENG101,Peer,11,True
2026-02-28,Facilitation,Moderate,PHYS101,Peer,17,False
2026-03-01,Cheating,Minor,ENG101,Instructor,15,False
2026-03-01,Cheating,Minor,MATH101,Administrator,10,False
2026-03-01,Fabrication,Major,MATH101,Peer,14,False
2026-03-01,Unauthorized AI Use,Moderate,MATH101,Instructor,16,False
2026-03-01,Cheating,Major,MATH101,Administrator,11,False
2026-03-01,Plagiarism,Minor,ENG101,Administrator,15,False
2026-03-01,Plagiarism,Major,MATH101,Peer,18,False
2026-03-02,Unauthorized AI Use,Major,MATH101,Administrator,10,False
2026-03-02,Unauthorized AI Use,Moderate,PHYS101,Peer,12,False
2026-03-02,Fabrication,Moderate,CS201,Peer,19,False
2026-03-02,Facilitation,Moderate,CS101,Administrator,9,False
2026-03-02,Unauthorized AI Use,Moderate,CS101,Peer,17,False
2026-03-02,Plagiarism,Moderate,CS101,Instructor,15,False
2026-03-02,Cheating,Moderate,MATH101,TA,16,False
2026-03-02,Facilitation,Major,ENG101,Administrator,17,False
2026-03-03,Unauthorized AI Use,Moderate,CS101,Peer,11,True
2026-03-03,Plagiarism,Moderate,PHYS101,Instructor,19,True
2026-03-03,Plagiarism,Minor,CS201,Administrator,14,False
2026-03-03,Fabrication,Moderate,CS201,TA,15,False
2026-03-03,Unauthorized AI Use,Moderate,ENG101,Peer,14,False
2026-03-03,Plagiarism,Moderate,ENG101,Instructor,23,False
2026-03-03,Cheating,Moderate,ENG101,Administrator,14,False
2026-03-03,Plagiarism,Major,PHYS101,TA,13,True
2026-03-03,Fabrication,Major,MATH101,Instructor,15,False
2026-03-03,Fabrication,Moderate,CS201,Administrator,18,False
2026-03-03,Cheating,Minor,ENG101,Peer,19,False
2026-03-03,Unauthorized AI Use,Major,ENG101,TA,16,False
2026-03-03,Plagiarism,Major,MATH101,Administrator,18,False
2026-03-03,Fabrication,Moderate,MATH101,TA,18,False
2026-03-03,Plagiarism,Major,CS101,Instructor,16,True
2026-03-03,Plagiarism,Moderate,PHYS101,Peer,17,False
2026-03-04,Unauthorized AI Use,Moderate,CS101,Peer,10,False
2026-03-04,Cheating,Major,CS101,Instructor,13,False
2026-03-04,Fabrication,Major,CS201,TA,16,False
2026-03-04,Unauthorized AI Use,Minor,MATH101,Peer,14,True
2026-03-04,Plagiarism,Major,CS101,Administrator,14,False
2026-03-04,Fabrication,Moderate,MATH101,Peer,14,False
2026-03-04,Plagiarism,Minor,CS201,Administrator,14,False
2026-03-04,Fabrication,Major,CS101,TA,19,False
2026-03-05,Plagiarism,Minor,CS201,Peer,12,True
2026-03-05,Unauthorized AI Use,Moderate,CS101,Peer,17,False
2026-03-05,Plagiarism,Moderate,CS201,Peer,10,False
2026-03-05,Facilitation,Major,PHYS101,Instructor,26,False
2026-03-05,Cheating,Major,MATH101,TA,15,False
2026-03-05,Plagiarism,Minor,MATH101,Peer,14,False
2026-03-05,Facilitation,Moderate,ENG101,Peer,18,False
2026-03-05,Plagiarism,Minor,MATH101,Instructor,10,False
2026-03-05,Fabrication,Moderate,ENG101,Peer,18,False
2026-03-06,Plagiarism,Moderate,ENG101,Administrator,17,False
2026-03-06,Cheating,Major,CS101,TA,15,False
2026-03-06,Fabrication,Moderate,CS101,Instructor,13,False
2026-03-06,Plagiarism,Minor,CS201,TA,13,False
2026-03-06,Plagiarism,Moderate,CS201,Administrator,17,True
2026-03-07,Facilitation,Major,CS201,Instructor,21,False
2026-03-07,Plagiarism,Moderate,CS101,Instructor,17,False
2026-03-07,Fabrication,Moderate,CS101,TA,17,False
2026-03-07,Plagiarism,Moderate,CS101,TA,16,False
2026-03-07,Facilitation,Major,CS101,Peer,14,False
2026-03-08,Fabrication,Major,MATH101,Peer,15,False
2026-03-08,Cheating,Moderate,MATH101,Administrator,10,False
2026-03-09,Plagiarism,Minor,CS101,Instructor,16,False
2026-03-09,Fabrication,Moderate,CS201,Peer,15,False
2026-03-09,Facilitation,Moderate,MATH101,Administrator,14,False
2026-03-09,Fabrication,Moderate,CS201,TA,9,False
2026-03-09,Unauthorized AI Use,Moderate,PHYS101,Peer,13,False
2026-03-09,Fabrication,Major,CS201,Administrator,16,False
2026-03-09,Plagiarism,Minor,PHYS101,Instructor,17,True
2026-03-09,Cheating,Minor,CS101,Administrator,15,False
2026-03-10,Cheating,Minor,CS101,TA,8,False
2026-03-10,Unauthorized AI Use,Moderate,PHYS101,Instructor,17,False
2026-03-10,Cheating,Moderate,MATH101,Peer,12,False
2026-03-10,Cheating,Major,ENG101,Peer,18,True
2026-03-10,Cheating,Minor,CS201,Administrator,18,False
2026-03-10,Unauthorized AI Use,Moderate,CS101,Administrator,23,False
2026-03-10,Unauthorized AI Use,Moderate,CS101,TA,13,False
2026-03-10,Unauthorized AI Use,Moderate,CS101,Peer,12,True
2026-03-10,Fabrication,Moderate,ENG101,Peer,15,False
2026-03-10,Fabrication,Minor,MATH101,Peer,22,False
2026-03-10,Cheating,Major,CS201,Instructor,13,False
2026-03-11,Unauthorized AI Use,Moderate,CS201,Administrator,14,True
2026-03-11,Plagiarism,Major,PHYS101,Administrator,16,False
2026-03-11,Fabrication,Minor,CS201,Administrator,17,False
2026-03-11,Unauthorized AI Use,Major,CS101,TA,15,False
2026-03-11,Cheating,Moderate,CS201,TA,15,False
2026-03-11,Fabrication,Major,PHYS101,Peer,18,False
2026-03-11,Fabrication,Minor,PHYS101,TA,12,False
2026-03-11,Plagiarism,Moderate,CS201,Instructor,19,False
2026-03-11,Plagiarism,Major,CS201,Peer,15,False
2026-03-12,Plagiarism,Minor,CS101,Instructor,18,False
2026-03-12,Cheating,Minor,CS201,Administrator,13,False
2026-03-12,Fabrication,Minor,MATH101,TA,25,False
2026-03-12,Cheating,Major,CS201,Instructor,13,False
2026-03-13,Unauthorized AI Use,Minor,CS201,Administrator,13,False
2026-03-13,Facilitation,Minor,PHYS101,TA,10,False
2026-03-13,Facilitation,Minor,CS101,TA,16,True
2026-03-13,Plagiarism,Moderate,MATH101,TA,23,False
2026-03-13,Unauthorized AI Use,Moderate,CS201,Instructor,12,False
2026-03-13,Plagiarism,Minor,PHYS101,Peer,16,False
2026-03-13,Unauthorized AI Use,Major,ENG101,Instructor,14,True
2026-03-13,Facilitation,Moderate,PHYS101,TA,11,False
2026-03-13,Plagiarism,Major,MATH101,Instructor,18,False
2026-03-13,Facilitation,Moderate,CS101,Instructor,13,False
2026-03-13,Fabrication,Moderate,PHYS101,Peer,15,False
2026-03-13,Plagiarism,Moderate,CS101,Administrator,16,True
2026-03-14,Unauthorized AI Use,Moderate,PHYS101,Administrator,15,True
2026-03-14,Unauthorized AI Use,Major,CS101,Peer,17,False
2026-03-14,Fabrication,Minor,ENG101,Instructor,11,False
2026-03-14,Unauthorized AI Use,Minor,CS101,Instructor,15,False
2026-03-14,Plagiarism,Moderate,CS201,Instructor,13,False
2026-03-14,Plagiarism,Moderate,CS201,Administrator,15,False
2026-03-15,Fabrication,Major,PHYS101,Instructor,12,False
2026-03-15,Cheating,Moderate,CS201,Peer,14,False
2026-03-16,Fabrication,Moderate,CS101,TA,16,True
2026-03-16,Fabrication,Major,PHYS101,Administrator,19,False
2026-03-16,Fabrication,Minor,CS101,Administrator,16,False
2026-03-16,Fabrication,Major,CS101,Instructor,14,False
2026-03-16,Cheating,Minor,CS101,Administrator,18,True
2026-03-16,Unauthorized AI Use,Moderate,PHYS101,Instructor,17,False
2026-03-16,Facilitation,Moderate,PHYS101,Peer,10,False
2026-03-16,Unauthorized AI Use,Major,ENG101,Administrator,16,False
2026-03-16,Plagiarism,Major,ENG101,TA,19,False
2026-03-16,Plagiarism,Moderate,ENG101,TA,15,False
2026-03-16,Plagiarism,Moderate,CS201,TA,13,False
2026-03-16,Plagiarism,Major,ENG101,Instructor,13,False
2026-03-16,Cheating,Minor,ENG101,Peer,16,False
2026-03-17,Plagiarism,Moderate,ENG101,Administrator,16,False
2026-03-17,Fabrication,Minor,PHYS101,Instructor,13,False
2026-03-17,Plagiarism,Major,CS101,Peer,17,False
